-117.44524701279245, 715.1126494335083, -112.14451446122797, 715.1126494335083 
-112.14451446122797, 715.1126494335083, -108.80674004282363, 719.2305405825141 
-108.80674004282363, 719.2305405825141, -113.52636541791163, 721.6436095624732 
-113.52636541791163, 721.6436095624732, -110.4226506729981, 717.3465500602762 
-110.4226506729981, 717.3465500602762, -115.00084492089276, 720.018235485576 
-115.00084492089276, 720.018235485576, -111.22660667820321, 723.7401827273616 
-111.22660667820321, 723.7401827273616, -105.99948243129795, 722.8598772743337 
-105.99948243129795, 722.8598772743337, -100.82937304278377, 721.690375459879 
-100.82937304278377, 721.690375459879, -96.4894327683031, 724.7338412469638 
-96.4894327683031, 724.7338412469638, -100.15836460269384, 728.5596359066143 
-100.15836460269384, 728.5596359066143, -98.91782610659364, 723.4061099463703 
-98.91782610659364, 723.4061099463703, -101.90045058291511, 727.7880863060125 
-101.90045058291511, 727.7880863060125, -96.80306780292234, 729.2422026622401 
-96.80306780292234, 729.2422026622401, -92.8284392550423, 725.7350537504326 
-92.8284392550423, 725.7350537504326, -89.26767004215293, 721.8083900016817 
-89.26767004215293, 721.8083900016817, -83.97518897979838, 721.5127385382424 
-83.97518897979838, 721.5127385382424, -84.19497174009997, 726.8089127349141 
-84.19497174009997, 726.8089127349141, -86.93112603793566, 722.2689540080476 
-86.93112603793566, 722.2689540080476, -85.6886354488851, 727.422009676225 
-85.6886354488851, 727.422009676225, -81.34984836616505, 724.3769001159568 
-81.34984836616505, 724.3769001159568, -81.86668463014243, 719.1014242265746 
-81.86668463014243, 719.1014242265746, -83.25245489649691, 713.985038162945 
-83.25245489649691, 713.985038162945, -80.90726331135623, 709.2313194068341 
-80.90726331135623, 709.2313194068341, -76.25535173414468, 711.7724774619381 
-76.25535173414468, 711.7724774619381, -81.5045827069741, 712.509593312469 
-81.5045827069741, 712.509593312469, -76.23627368505088, 713.0949868832718 
-76.23627368505088, 713.0949868832718, -77.905256195039, 708.063857490723 
-77.905256195039, 708.063857490723, -83.15532144792233, 707.332707421529 
-83.15532144792233, 707.332707421529, -88.43732590946449, 707.7778977757193 
-88.43732590946449, 707.7778977757193, -92.8621446212662, 704.8592088661394 
-92.8621446212662, 704.8592088661394, -90.00546899195916, 700.3941030519243 
-90.00546899195916, 700.3941030519243, -89.33966314579041, 705.6528546298582 
-89.33966314579041, 705.6528546298582, -88.97621614573157, 700.3645967067456 
-88.97621614573157, 700.3645967067456, -93.8206430002932, 702.516176134519 
-93.8206430002932, 702.516176134519, -93.7416748176749, 707.8163204353233 
-93.7416748176749, 707.8163204353233, -92.21081985332712, 712.8911848336444 
-92.21081985332712, 712.8911848336444, -93.87122376365582, 717.9251519012544 
-93.87122376365582, 717.9251519012544, -99.00842986163455, 716.6186760728879 
-99.00842986163455, 716.6186760728879, -94.36085675747407, 714.0695919580147 
-94.36085675747407, 714.0695919580147, -99.31668013225232, 715.9504375819872 
-99.31668013225232, 715.9504375819872, -95.14828045800309, 719.2249161265702 
-95.14828045800309, 719.2249161265702, -90.65011874945836, 716.4205789808267 
-90.65011874945836, 716.4205789808267, -87.3185876731973, 712.2976350967649 
-87.3185876731973, 712.2976350967649, -82.31288044258821, 710.5538860595915 
-82.31288044258821, 710.5538860595915, -79.95778992303582, 715.3027084639282 
-79.95778992303582, 715.3027084639282, -85.01533351977596, 713.7155668980029 
-85.01533351977596, 713.7155668980029, -80.10743879267591, 715.7181489639664 
-80.10743879267591, 715.7181489639664, -81.2145205295755, 710.5343148991994 
-81.2145205295755, 710.5343148991994, -86.49768690309067, 710.1031320459064 
-86.49768690309067, 710.1031320459064, -91.54918205460997, 711.70942041273 
-91.54918205460997, 711.70942041273, -96.75203036183949, 710.6954504550024 
-96.75203036183949, 710.6954504550024, -96.69012819420347, 705.3950793637619 
-96.69012819420347, 705.3950793637619, -92.70687628463179, 708.892431191661 
-92.70687628463179, 708.892431191661, -96.59168946580048, 705.2860490529195 
-96.59168946580048, 705.2860490529195, -97.09353583467966, 710.5629720015003 
-97.09353583467966, 710.5629720015003, -92.08060612968028, 712.2858478983512 
-92.08060612968028, 712.2858478983512, -86.81420928946726, 711.6834942608511 
-86.81420928946726, 711.6834942608511, -81.80095335728237, 713.4054206650939 
-81.80095335728237, 713.4054206650939, -82.30080076479055, 718.6825333370408 
-82.30080076479055, 718.6825333370408, -86.18766249273413, 715.0783591610245 
-86.18766249273413, 715.0783591610245, -82.20176209702173, 718.5726922331107 
-82.20176209702173, 718.5726922331107, -82.1448794756151, 713.2722648965087 
-82.1448794756151, 713.2722648965087, -87.34887671403811, 712.2642081889268 
-87.34887671403811, 712.2642081889268, -92.39823778055869, 713.8771925047591 
-92.39823778055869, 713.8771925047591, -97.6820514261164, 713.454015305192 
-97.6820514261164, 713.454015305192, -98.79796803319205, 708.2720759279639 
-98.79796803319205, 708.2720759279639, -93.88628916981959, 710.2653587293535 
-93.88628916981959, 710.2653587293535, -98.94712848300215, 708.688757629087 
-98.94712848300215, 708.688757629087, -96.58125078631123, 713.4322150503691 
-96.58125078631123, 713.4322150503691, -91.57985224200965, 711.6761460926475 
-91.57985224200965, 711.6761460926475, -88.2592654108832, 707.5443827063722 
-88.2592654108832, 707.5443827063722, -83.76908907450596, 704.7272774453902 
-83.76908907450596, 704.7272774453902, -79.59078544201829, 707.989108884621 
-79.59078544201829, 707.989108884621, -84.5405271092626, 709.8859017069295 
-84.5405271092626, 709.8859017069295, -79.90167145246157, 707.3209877164456 
-79.90167145246157, 707.3209877164456, -85.04354582364022, 706.0330073073432 
